,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
3396,ts223759,Killer Inside: The Mind of Aaron Hernandez,SHOW,"Via interviews with friends, players and insiders, this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.",2020,TV-MA,67,"['documentation', 'crime', 'sport']",['US'],1.0,tt11475228,7.4,16934.0,7.173,7.4
3402,ts192440,Garth Brooks: The Road I'm On,SHOW,A look at the life and career of Garth Brooks and his wife Trisha Yearwood.,2019,TV-PG,86,"['documentation', 'reality']",['US'],1.0,tt10095402,7.4,287.0,0.699,10.0
3403,ts225912,Biohackers,SHOW,Mia goes to medical school to get close to a professor she suspects had a hand in her past family tragedy and gets tangled in the world of biohacking.,2020,TV-MA,42,"['drama', 'scifi', 'action', 'thriller']",['DE'],2.0,tt9849210,6.8,9577.0,11.461,7.5
3404,ts93066,The I-Land,SHOW,"When ten people wake up on a treacherous island with no memory of who they are and how they got there, they set off on a trek to try to get back home, only to discover the world is not as it seems.",2019,TV-MA,40,"['drama', 'scifi', 'reality']",['US'],1.0,tt9067020,4.6,16918.0,16.064,5.66
3406,ts219561,"The Mind, Explained",SHOW,"Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series.",2019,TV-14,22,['documentation'],['US'],2.0,tt10810430,8.0,5312.0,9.751,7.8
3408,ts85480,Carole & Tuesday,SHOW,"Fifty years have passed since mankind began migrating to the new frontier: Mars. It's an age where most culture is produced by AI, and people are content to be passive consumers.  There's a girl. Scrapping a living in the metropolis of Alba City, she's working part time while trying to become a musician. She's always felt like something is missing. Her name is Carole.There's a girl. Born to a wealthy family in the provincial town of Herschel City, she dreams of becoming a musician, but nobody around her understands. She feels like the loneliest person in the world. Her name is Tuesday.

A chance meeting brings them together. They want to sing. They want to make music. Together, they feel like they just might have a chance. The two of them may only create a tiny wave. But that wave will eventually grow into something larger...",2019,TV-PG,24,"['scifi', 'drama', 'animation', 'music']",['JP'],1.0,tt8107988,7.8,2038.0,9.913,7.4
3410,ts88485,Green Eggs and Ham,SHOW,"Guy-Am-I, an inventor, and his friend Sam-I-Am go on a cross-country trip that would test the limits of their friendship. As they learn to try new things, they find out what adventure brings.",2019,TV-Y7,28,"['animation', 'comedy', 'action', 'family', 'drama', 'fantasy', 'romance']",['US'],2.0,tt4651448,8.1,2631.0,13.878,8.6
3411,ts252856,Challenger: The Final Flight,SHOW,"Engineers, officials and the crew members' families provide their perspective on the 1986 Space Shuttle Challenger disaster and its aftermath.",2020,TV-14,45,"['documentation', 'history']",['US'],1.0,tt12930534,7.8,6927.0,14.707,7.1
3414,ts225787,Unabomber: In His Own Words,SHOW,"Anchored by a rare interview, this docuseries details Ted Kaczynski's path from a young intellectual to one of the most feared people in US history.",2020,TV-MA,44,"['crime', 'documentation']",['US'],1.0,tt11833494,7.2,3446.0,4.465,7.4
3415,ts254592,Song Exploder,SHOW,Get inspired as musicians dig deep into the creative process of songwriting and reveal their intimate thoughts in a series based on the hit podcast.,2020,TV-MA,25,"['documentation', 'music']",['US'],2.0,tt13110256,7.4,776.0,1.366,8.0
3416,ts218500,Dragons: Rescue Riders,SHOW,Twins Dak and Leyla share a unique ability to communicate with dragons. The brother and sister lead a team of five young dragons that spend their days rescuing other dragons and helping the people in their adopted town of Huttsgalor.,2019,TV-Y,24,"['action', 'comedy', 'family', 'fantasy', 'animation', 'scifi']",['US'],2.0,tt10687134,5.9,314.0,10.237,7.0
3418,ts224796,The Ghost Bride,SHOW,"In 1890s Malacca, Li Lan finds herself in the afterlife and becomes mired in a mystery linked to the sinister, deceased son of a wealthy family.",2020,TV-14,51,['drama'],"['TW', 'MY']",1.0,tt9690302,6.2,739.0,7.036,7.0
3425,ts87473,7SEEDS,SHOW,"Shy Natsu awakens as part of a group chosen to ensure the survival of humanity. Together, they have to survive on a changed Earth.",2019,TV-MA,25,"['scifi', 'drama', 'animation', 'romance', 'action', 'horror']",['JP'],2.0,tt9348718,6.3,1420.0,32.402,8.0
3426,ts89881,Mr. Iglesias,SHOW,Hilarious high school teacher Gabriel Iglesias tries to make a difference in the lives of some smart but underperforming students at his alma mater.,2019,TV-14,29,['comedy'],['US'],3.0,tt8403536,7.1,6857.0,7.974,7.7
3428,ts237751,Gameboys,SHOW,"Teenage streamer Cairo is caught off guard when he receives a video call from a new online rival called Gavreel. He is even more surprised when the handsome stranger asks him out.

Can two gamers make romance work during the COVID-19 pandemic lockdown, or will it be game over for their love story?",2020,TV-14,27,"['drama', 'romance']",['PH'],2.0,tt12508898,8.4,1118.0,8.164,8.5
3429,ts104449,The Liberator,SHOW,The true story of one of the bloodiest battles of World War II.,2020,TV-MA,49,"['action', 'drama', 'war', 'animation']",['US'],1.0,tt9308682,7.5,6128.0,19.173,7.1
3432,ts251067,The Baby-Sitters Club,SHOW,"In this contemporary take on the beloved book series, five best friends launch a baby-sitting business that's big on fun and adventure.",2020,TV-G,27,"['comedy', 'drama', 'family']",['US'],2.0,tt8690518,7.3,3966.0,29.598,8.0
3434,ts223344,The Gift,SHOW,A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,2019,TV-MA,43,"['thriller', 'drama', 'scifi', 'fantasy']",['TR'],3.0,tt10075318,7.0,21802.0,16.327,7.7
3435,ts214861,Prank Encounters,SHOW,takes two complete strangers who each think they're starting their first day at a new job. It's business as usual until their paths collide and these part-time jobs turn into full-time nightmares.,2019,TV-MA,23,"['reality', 'comedy', 'horror', 'scifi']",['US'],2.0,tt10487072,5.2,2728.0,15.251,7.3
3437,ts93054,Trinkets,SHOW,An unexpected friendship forms when three teenage girls meet in Shoplifters Anonymous.,2019,TV-MA,26,"['drama', 'comedy', 'crime']",['US'],2.0,tt9134194,7.0,10725.0,17.648,8.089
3442,ts237513,Ju-On: Origins,SHOW,A paranormal researcher searches obsessively for a cursed home where something terrible happened to a mother and her child long ago.,2020,TV-MA,29,"['drama', 'horror']",['JP'],1.0,tt12313914,6.1,4546.0,20.607,6.8
3443,ts87986,Dolly Parton's Heartstrings,SHOW,"Eight stories celebrating family, faith, love and forgiveness come to life in this series inspired by Dolly Parton's iconic country music catalog.",2019,TV-14,66,"['drama', 'music', 'comedy']",['US'],1.0,tt8509922,7.6,2107.0,4.747,7.3
3445,ts93611,October Faction,SHOW,A semi-retired couple who work for a clandestine monster hunting agency discover dark family secrets and the truth about their employer after their magically inclined nigh adult kids reawaken a witch bent on revenge.,2020,TV-MA,41,"['horror', 'scifi', 'drama', 'fantasy']",['US'],1.0,tt8826128,6.1,10961.0,8.382,6.8
3446,ts85619,Hache,SHOW,"As Helena gains the trust and love of a dangerous heroin cartel leader in Barcelona, she develops the skills she needs to eventually seize his empire.",2019,TV-MA,45,"['crime', 'drama', 'thriller']",['ES'],2.0,tt8575476,6.5,1638.0,14.23,6.6
3450,ts100359,Medical Police,SHOW,"Two American physicians in São Paulo, Brazil, discover a civilization-threatening virus and are recruited as government agents in a race against time and around the world to find a cure and uncover a dark conspiracy.",2020,TV-MA,24,['comedy'],['US'],1.0,tt9850952,5.9,4203.0,9.85,6.7
3451,ts235862,My Unfamiliar Family,SHOW,"A family must deal with the unresolved emotions and misunderstandings that deeply affect their relationships with each other. From the mother that wants to graduate from her marriage, to the daughter who discovers her husband's well-hidden secret, the family must learn to rely on and communicate with each other.",2020,TV-14,73,['drama'],['KR'],1.0,tt12458252,7.8,109.0,15.464,8.0
3452,ts105608,Puerta 7,SHOW,"An unflinching exploration of Argentina's infamous soccer ""barra bravas,"" bare torso-ed soccer fans feared by the public and even police responsible for fatalities at soccer matches.",2020,TV-MA,41,"['crime', 'drama', 'thriller']",['AR'],1.0,tt9170386,5.6,560.0,6.19,7.1
3455,ts103360,The Barrier,SHOW,"In 2045, Spain like the rest of the western world has been driven into a dictatorial regime by the lack of natural resources. Life in the countryside is impossible, and in the city a fence divides peoples into the powerful, and the rest.",2020,TV-MA,53,"['scifi', 'fantasy', 'thriller', 'action', 'drama', 'war']",['ES'],1.0,tt9460858,6.8,3506.0,21.052,7.1
3456,ts236501,Valeria,SHOW,A writer in a creative and marital crisis finds refuge and support in her three best friends. Based on the novels by Elisabet Benavent.,2020,TV-MA,41,"['comedy', 'drama', 'romance']",['ES'],2.0,tt9731288,6.5,5701.0,24.53,7.5
3462,ts106126,The Bonfire of Destiny,SHOW,"After a devastating fire in 1897 Paris, three women find their lives upended by betrayal, deception, and romantic turmoil. Inspired by real events.",2019,TV-MA,50,"['drama', 'history']",['FR'],1.0,tt9050352,7.6,4560.0,10.26,7.4
3464,ts190462,Gentefied,SHOW,The Morales cousins scramble to save their grandfather's taco shop--and pursue their own dreams--as gentrification shakes up their LA neighborhood.,2020,TV-MA,30,"['comedy', 'drama']",['US'],2.0,tt10037034,7.3,2697.0,3.205,7.8
3467,ts218888,BNA,SHOW,"Morphed into a raccoon beastman, Michiru seeks refuge, and answers, with the aid of wolf beastman Shirou inside the special zone of Anima-City.",2020,TV-14,24,"['scifi', 'action', 'animation', 'fantasy']",['JP'],1.0,tt12013558,7.2,2605.0,18.263,8.4
3471,ts237096,Trial by Media,SHOW,"In this true crime docuseries, some of the most dramatic trials of all time are examined with an emphasis on how the media may have impacted verdicts.",2020,TV-MA,62,"['crime', 'documentation']",['US'],1.0,tt11963042,7.1,3172.0,2.792,7.3
3472,ts83810,Cannon Busters,SHOW,"With a maintenance robot and a deadly fugitive tagging along, friendship droid S.A.M searches for its best friend, the heir to a kingdom under siege.",2019,TV-MA,24,"['scifi', 'action', 'animation', 'fantasy']","['US', 'FR', 'JP']",1.0,tt5066664,6.6,1200.0,4.263,6.4
3475,ts254537,"Good Morning, Verônica",SHOW,"While hunting for a dating-site predator, an underused cop discovers a husband and wife with a horrific secret — and a web of conspiracy hiding it.",2020,TV-MA,45,"['crime', 'drama', 'thriller']",['BR'],2.0,tt12987918,7.5,3673.0,13.922,7.4
3476,ts86413,AJ and the Queen,SHOW,"While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.",2020,TV-14,51,"['comedy', 'drama']",['US'],1.0,tt8404094,7.4,8129.0,10.486,7.7
3477,ts252341,Chef's Table: BBQ,SHOW,"The Emmy-nominated series delves into the juicy, smoky world of barbecue, visiting acclaimed chefs and pitmasters in the US, Australia and Mexico.",2020,TV-14,44,['documentation'],['US'],1.0,tt12917170,7.8,1006.0,3.433,7.9
3478,ts90413,Gigantosaurus,SHOW,"Four curious young dinosaur friends explore the mystery of Gigantosaurus, the largest, fiercest dinosaur of all, facing their individual fears and working together to solve problems during their many adventures.",2019,TV-G,13,['animation'],"['FR', 'US']",3.0,tt9636800,6.4,173.0,10.686,7.0
3479,ts275111,Rainbow High,SHOW,7 girls at Rainbow High must face challenges and learn to flaunt their true colors.,2020,TV-Y,6,"['comedy', 'family', 'animation']",['US'],3.0,tt13488080,5.8,141.0,2.632,9.8
3480,ts87008,Turn Up Charlie,SHOW,A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.,2019,TV-MA,27,"['comedy', 'drama', 'music']",['GB'],1.0,tt8304498,7.0,7431.0,5.235,7.2
3487,ts225716,Family Business,SHOW,"After learning France is about to legalize pot, a down-on-his-luck entrepreneur and his family race to turn their butcher shop into a marijuana café.",2019,TV-MA,33,"['comedy', 'family']",['FR'],3.0,tt10423460,7.4,4051.0,12.624,7.3
3488,ts88312,The Eddy,SHOW,"The owner of a Paris jazz club gets tangled up with dangerous criminals as he fights to protect his business, his band and his teenage daughter.",2020,TV-MA,58,"['drama', 'music']","['FR', 'US']",1.0,tt7322210,7.1,2926.0,8.046,6.6
3489,ts222917,Kevin Hart: Don't F**k This Up,SHOW,"Amid turmoil in his career and marriage, comedian and film star Kevin Hart opens up about his personal breakthroughs as he navigates crises and fame.",2019,TV-MA,32,['documentation'],['US'],1.0,tt11313054,6.4,2020.0,1.443,6.2
3493,ts101408,The Mess You Leave Behind,SHOW,"Based on the novel of the same name winner of the Primavera award 2016. Raquel, a young literature teacher, gives her marriage a second chance and moves to her husband's birth town, which hides a dark secret she will try to unravel.",2020,TV-MA,45,"['crime', 'drama', 'thriller']",['ES'],1.0,tt9731242,6.7,9053.0,27.981,6.916
3495,ts215378,Love 101,SHOW,"In 1990s Turkey, a group of teenage outcasts band together to make their beloved teacher fall in love so she'll have a reason to stay in town with them.",2020,TV-14,46,"['drama', 'romance', 'comedy']",['TR'],2.0,tt10516352,7.5,14206.0,14.642,8.1
3499,ts223126,The Confession Killer,SHOW,Henry Lee Lucas rose to infamy when he confessed to hundreds of unsolved murders. This docuseries examines the truth -- and horrifying consequences.,2019,TV-14,48,"['crime', 'documentation']",['US'],1.0,tt11307176,7.4,8984.0,4.44,7.3
3500,ts90621,Kota Factory,SHOW,"Dedicated to Shrimati SL Loney ji, Shri Irodov ji and Maanniya HC Verma ji, 'Kota Factory' is TVF's latest original. India's first 'Black and White' show highlights the problems present day IIT-JEE aspirants face in their day-to-day lives.",2019,TV-MA,39,"['drama', 'comedy']",['IN'],2.0,tt9432978,9.1,69316.0,9.584,8.3
